Customer_Id,Industry,Financial_Needs,Preferences,Revenue (in dollars),No of Employees
ORG_US_1745,Finance,Payment Processing,Employee Benefits,50M-100M,100-500
ORG_US_1746,Finance,Business Loans,Cloud Services,50M-100M,100-500
ORG_US_1747,Real Estate,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1748,IT Services,Payment Processing,Cloud Services,10M-50M,500-1000
ORG_US_1749,Healthcare,Supply Chain Financing,Cloud Services,10M-50M,1000-5000
ORG_US_1750,Education,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_1751,Real Estate,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_1752,Real Estate,Business Loans,Ethical Sourcing,10M-50M,100-500
ORG_US_1753,Manufacturing,Payment Processing,Ethical Sourcing,100M-500M,100-500
ORG_US_1754,Education,Supply Chain Financing,Cloud Services,500M-1B,1000-5000
ORG_US_1755,Manufacturing,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1756,Education,Business Loans,Ethical Sourcing,10M-50M,500-1000
ORG_US_1757,Retail,Business Loans,Cloud Services,100M-500M,500-1000
ORG_US_1758,Finance,Payment Processing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1759,Education,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1760,Real Estate,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_1761,Finance,Supply Chain Financing,Cloud Services,100M-500M,500-1000
ORG_US_1762,Manufacturing,Business Loans,Digital Payments,10M-50M,500-1000
ORG_US_1763,Real Estate,Business Loans,Cloud Services,100M-500M,500-1000
ORG_US_1764,IT Services,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1765,Retail,Supply Chain Financing,Cloud Services,500M-1B,500-1000
ORG_US_1766,Manufacturing,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_1767,Manufacturing,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1768,Retail,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1769,IT Services,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1770,Retail,Business Loans,Employee Benefits,100M-500M,1000-5000
ORG_US_1771,Education,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1772,Manufacturing,Investment Funds,Cloud Services,100M-500M,1000-5000
ORG_US_1773,IT Services,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_1774,Retail,Payment Processing,Cloud Services,10M-50M,1000-5000
ORG_US_1775,Real Estate,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1776,Finance,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1777,Healthcare,Payment Processing,Ethical Sourcing,100M-500M,100-500
ORG_US_1778,Education,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_1779,Manufacturing,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_1780,Healthcare,Investment Funds,Cloud Services,500M-1B,1000-5000
ORG_US_1781,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1782,IT Services,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_1783,Real Estate,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_1784,Healthcare,Supply Chain Financing,Digital Payments,10M-50M,500-1000
ORG_US_1785,Manufacturing,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1786,IT Services,Supply Chain Financing,Cloud Services,100M-500M,1000-5000
ORG_US_1787,Finance,Supply Chain Financing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1788,IT Services,Business Loans,Ethical Sourcing,10M-50M,100-500
ORG_US_1789,Real Estate,Supply Chain Financing,Employee Benefits,50M-100M,1000-5000
ORG_US_1790,Retail,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1791,Real Estate,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_1792,Real Estate,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_1793,Finance,Business Loans,Cloud Services,100M-500M,100-500
ORG_US_1794,Education,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_1795,IT Services,Supply Chain Financing,Cloud Services,50M-100M,1000-5000
ORG_US_1796,Healthcare,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1797,Education,Business Loans,Ethical Sourcing,10M-50M,500-1000
ORG_US_1798,Retail,Business Loans,Employee Benefits,50M-100M,100-500
ORG_US_1799,Manufacturing,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_1800,Education,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_1801,IT Services,Payment Processing,Digital Payments,100M-500M,100-500
ORG_US_1802,Education,Payment Processing,Employee Benefits,10M-50M,1000-5000
ORG_US_1803,Healthcare,Supply Chain Financing,Cloud Services,100M-500M,500-1000
ORG_US_1804,IT Services,Supply Chain Financing,Cloud Services,50M-100M,100-500
ORG_US_1805,Finance,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_1806,Finance,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1807,Manufacturing,Business Loans,Cloud Services,500M-1B,100-500
ORG_US_1808,Retail,Investment Funds,Cloud Services,100M-500M,1000-5000
ORG_US_1809,Real Estate,Investment Funds,Cloud Services,500M-1B,500-1000
ORG_US_1810,Retail,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1811,Finance,Investment Funds,Employee Benefits,500M-1B,100-500
ORG_US_1812,IT Services,Supply Chain Financing,Cloud Services,50M-100M,500-1000
ORG_US_1813,Finance,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_1814,IT Services,Supply Chain Financing,Digital Payments,10M-50M,100-500
ORG_US_1815,Manufacturing,Investment Funds,Ethical Sourcing,50M-100M,100-500
ORG_US_1816,Finance,Supply Chain Financing,Cloud Services,50M-100M,1000-5000
ORG_US_1817,Education,Investment Funds,Employee Benefits,10M-50M,1000-5000
ORG_US_1818,Real Estate,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_1819,Healthcare,Supply Chain Financing,Cloud Services,10M-50M,500-1000
ORG_US_1820,Education,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1821,IT Services,Business Loans,Ethical Sourcing,50M-100M,500-1000
ORG_US_1822,Retail,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_1823,Finance,Investment Funds,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1824,Real Estate,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_1825,IT Services,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1826,Healthcare,Payment Processing,Cloud Services,50M-100M,500-1000
ORG_US_1827,IT Services,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1828,Healthcare,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_1829,Healthcare,Investment Funds,Cloud Services,10M-50M,1000-5000
ORG_US_1830,IT Services,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1831,IT Services,Business Loans,Digital Payments,500M-1B,100-500
ORG_US_1832,Retail,Payment Processing,Digital Payments,500M-1B,100-500
ORG_US_1833,Healthcare,Supply Chain Financing,Employee Benefits,10M-50M,1000-5000
ORG_US_1834,IT Services,Payment Processing,Cloud Services,500M-1B,500-1000
ORG_US_1835,Real Estate,Investment Funds,Digital Payments,100M-500M,100-500
ORG_US_1836,IT Services,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1837,Retail,Supply Chain Financing,Employee Benefits,100M-500M,1000-5000
ORG_US_1838,Retail,Supply Chain Financing,Ethical Sourcing,50M-100M,100-500
ORG_US_1839,Education,Payment Processing,Digital Payments,100M-500M,100-500
ORG_US_1840,Education,Investment Funds,Cloud Services,100M-500M,500-1000
ORG_US_1841,Real Estate,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_1842,Manufacturing,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1843,Retail,Investment Funds,Digital Payments,50M-100M,500-1000
ORG_US_1844,Retail,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_1845,Education,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1846,Retail,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_1847,IT Services,Business Loans,Digital Payments,500M-1B,100-500
ORG_US_1848,IT Services,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1849,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,100-500
ORG_US_1850,Education,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1851,Retail,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_1852,Education,Investment Funds,Cloud Services,500M-1B,500-1000
ORG_US_1853,IT Services,Supply Chain Financing,Digital Payments,100M-500M,100-500
ORG_US_1854,IT Services,Payment Processing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1855,IT Services,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1856,Education,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_1857,Manufacturing,Payment Processing,Digital Payments,10M-50M,1000-5000
ORG_US_1858,Retail,Business Loans,Digital Payments,100M-500M,100-500
ORG_US_1859,Real Estate,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_1860,Healthcare,Investment Funds,Digital Payments,50M-100M,100-500
ORG_US_1861,Healthcare,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_1862,Healthcare,Business Loans,Ethical Sourcing,100M-500M,1000-5000
ORG_US_1863,Healthcare,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_1864,Education,Business Loans,Digital Payments,10M-50M,1000-5000
ORG_US_1865,Healthcare,Business Loans,Digital Payments,50M-100M,1000-5000
ORG_US_1866,Finance,Investment Funds,Ethical Sourcing,500M-1B,500-1000
ORG_US_1867,Finance,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_1868,Manufacturing,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_1869,IT Services,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1870,Real Estate,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1871,Education,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1872,IT Services,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1873,Manufacturing,Investment Funds,Digital Payments,50M-100M,1000-5000
ORG_US_1874,Finance,Business Loans,Ethical Sourcing,500M-1B,100-500
ORG_US_1875,Real Estate,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1876,Retail,Business Loans,Cloud Services,100M-500M,500-1000
ORG_US_1877,Healthcare,Business Loans,Digital Payments,100M-500M,100-500
ORG_US_1878,Retail,Payment Processing,Digital Payments,50M-100M,100-500
ORG_US_1879,Manufacturing,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_1880,Education,Business Loans,Employee Benefits,500M-1B,100-500
ORG_US_1881,Finance,Supply Chain Financing,Cloud Services,10M-50M,100-500
ORG_US_1882,Manufacturing,Business Loans,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1883,Finance,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1884,Healthcare,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_1885,Real Estate,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1886,Healthcare,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_1887,Education,Supply Chain Financing,Digital Payments,100M-500M,100-500
ORG_US_1888,Manufacturing,Business Loans,Ethical Sourcing,10M-50M,100-500
ORG_US_1889,Healthcare,Business Loans,Cloud Services,10M-50M,100-500
ORG_US_1890,Retail,Investment Funds,Cloud Services,100M-500M,1000-5000
ORG_US_1891,Education,Payment Processing,Digital Payments,10M-50M,1000-5000
ORG_US_1892,Finance,Supply Chain Financing,Employee Benefits,500M-1B,1000-5000
ORG_US_1893,IT Services,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_1894,Education,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1895,Education,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_1896,Manufacturing,Investment Funds,Digital Payments,500M-1B,1000-5000
ORG_US_1897,Healthcare,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_1898,IT Services,Payment Processing,Employee Benefits,100M-500M,500-1000
ORG_US_1899,Real Estate,Payment Processing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1900,Finance,Supply Chain Financing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1901,Retail,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1902,Manufacturing,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1903,Education,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_1904,Finance,Investment Funds,Digital Payments,100M-500M,100-500
ORG_US_1905,IT Services,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1906,Retail,Business Loans,Cloud Services,500M-1B,500-1000
ORG_US_1907,Finance,Investment Funds,Cloud Services,50M-100M,1000-5000
ORG_US_1908,Real Estate,Business Loans,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1909,IT Services,Business Loans,Digital Payments,10M-50M,500-1000
ORG_US_1910,Real Estate,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1911,Education,Payment Processing,Digital Payments,10M-50M,100-500
ORG_US_1912,Real Estate,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_1913,Education,Supply Chain Financing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1914,Healthcare,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_1915,Retail,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_1916,Manufacturing,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1917,Healthcare,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_1918,Real Estate,Supply Chain Financing,Cloud Services,10M-50M,500-1000
ORG_US_1919,Healthcare,Business Loans,Digital Payments,10M-50M,1000-5000
ORG_US_1920,Real Estate,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_1921,Retail,Investment Funds,Digital Payments,100M-500M,500-1000
ORG_US_1922,Finance,Investment Funds,Digital Payments,100M-500M,500-1000
ORG_US_1923,Real Estate,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1924,Education,Supply Chain Financing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1925,Manufacturing,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1926,Healthcare,Payment Processing,Cloud Services,50M-100M,1000-5000
ORG_US_1927,Real Estate,Supply Chain Financing,Ethical Sourcing,50M-100M,100-500
ORG_US_1928,Healthcare,Business Loans,Digital Payments,50M-100M,1000-5000
ORG_US_1929,Retail,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_1930,IT Services,Business Loans,Ethical Sourcing,50M-100M,500-1000
ORG_US_1931,Finance,Payment Processing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1932,Healthcare,Investment Funds,Digital Payments,10M-50M,100-500
ORG_US_1933,Finance,Payment Processing,Ethical Sourcing,100M-500M,500-1000
ORG_US_1934,IT Services,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_1935,Healthcare,Payment Processing,Cloud Services,100M-500M,100-500
ORG_US_1936,IT Services,Payment Processing,Digital Payments,500M-1B,100-500
ORG_US_1937,Healthcare,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_1938,IT Services,Business Loans,Ethical Sourcing,10M-50M,500-1000
ORG_US_1939,IT Services,Investment Funds,Cloud Services,100M-500M,100-500
ORG_US_1940,Real Estate,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_1941,Retail,Supply Chain Financing,Employee Benefits,100M-500M,100-500
ORG_US_1942,Finance,Supply Chain Financing,Cloud Services,500M-1B,500-1000
ORG_US_1943,Finance,Payment Processing,Digital Payments,500M-1B,500-1000
ORG_US_1944,Finance,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_1945,Real Estate,Supply Chain Financing,Employee Benefits,50M-100M,1000-5000
ORG_US_1946,Finance,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1947,Retail,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_1948,Real Estate,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_1949,Healthcare,Payment Processing,Ethical Sourcing,50M-100M,100-500
ORG_US_1950,Education,Investment Funds,Cloud Services,100M-500M,100-500
ORG_US_1951,Healthcare,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1952,IT Services,Payment Processing,Cloud Services,500M-1B,1000-5000
ORG_US_1953,Healthcare,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1954,Retail,Investment Funds,Cloud Services,100M-500M,500-1000
ORG_US_1955,Manufacturing,Payment Processing,Cloud Services,100M-500M,100-500
ORG_US_1956,Manufacturing,Investment Funds,Digital Payments,50M-100M,100-500
ORG_US_1957,Retail,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1958,IT Services,Investment Funds,Digital Payments,500M-1B,1000-5000
ORG_US_1959,Finance,Payment Processing,Ethical Sourcing,100M-500M,100-500
ORG_US_1960,Manufacturing,Supply Chain Financing,Employee Benefits,50M-100M,100-500
ORG_US_1961,Education,Investment Funds,Digital Payments,50M-100M,1000-5000
ORG_US_1962,Healthcare,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_1963,Real Estate,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1964,Real Estate,Investment Funds,Digital Payments,500M-1B,500-1000
ORG_US_1965,Manufacturing,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_1966,Education,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_1967,Manufacturing,Payment Processing,Cloud Services,500M-1B,1000-5000
ORG_US_1968,Real Estate,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1969,Retail,Investment Funds,Cloud Services,100M-500M,500-1000
ORG_US_1970,Manufacturing,Investment Funds,Digital Payments,10M-50M,1000-5000
ORG_US_1971,Real Estate,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1972,Real Estate,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_1973,Retail,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1974,IT Services,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_1975,Finance,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_1976,Healthcare,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1977,IT Services,Business Loans,Digital Payments,10M-50M,1000-5000
ORG_US_1978,Education,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_1979,Real Estate,Investment Funds,Cloud Services,50M-100M,500-1000
ORG_US_1980,IT Services,Supply Chain Financing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1981,Real Estate,Supply Chain Financing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1982,Real Estate,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_1983,Retail,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1984,Manufacturing,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1985,Healthcare,Supply Chain Financing,Digital Payments,10M-50M,100-500
ORG_US_1986,Healthcare,Investment Funds,Digital Payments,10M-50M,100-500
ORG_US_1987,Manufacturing,Supply Chain Financing,Employee Benefits,10M-50M,1000-5000
ORG_US_1988,Healthcare,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1989,Education,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_1990,Manufacturing,Payment Processing,Digital Payments,100M-500M,100-500
ORG_US_1991,Finance,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1992,IT Services,Payment Processing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1993,IT Services,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1994,Healthcare,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_1995,IT Services,Supply Chain Financing,Employee Benefits,10M-50M,100-500
ORG_US_1996,Real Estate,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_1997,Healthcare,Business Loans,Employee Benefits,100M-500M,100-500
ORG_US_1998,IT Services,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_1999,Education,Investment Funds,Digital Payments,10M-50M,1000-5000
